"","country","ccode","year","month","dates","elecViolence1","l.elecViolence1","elecViolence2","l.elecViolence2","regimetenure","pcgdp","growth","logIMR","lnpop2","logpredict","SPI","lexconst","lpolity2","lpolcomp","tae1","nvio1","tae2","nvio2","political_violence","gov_democracy","gov_interim","logtenure","dem_duration","regav_dem","regav_pcgdp","regav_IMR","regav_growth","gdpdiff","del_reggdp","del_regten","del_regdem","growthdiff","del_reggrow"
"1","Denmark",390,1975,1,"1/9/1975","peace",0,"peace",0,14,8431.295898,1.154149771,2.332144022,72.75006104,0.001188975,-0.033005253,7,10,10,1,0,1,0,-0.360058278,1,0,2.708050251,4.317488194,2.037746293,5436.338379,6.82299074,1.126810848,1.471677065,0.117568627,-0.138499379,0.027803835,1.048467517,-0.003247703
"2","Thailand",800,1975,1,"1/26/1975","vio",0,"peace",0,16,402.1611633,1.061240315,4.053522587,113.526947,0.00313663,0.064595729,3,3,7,1,0,1,0,-0.220674157,0,1,2.833213329,0,0.829546368,1277.695679,7.175647899,1.076080528,0.28963998,0.068997577,0.133603469,0.018934023,0.983666718,-0.09564244
"3","Kuwait",690,1975,1,"1/27/1975","peace",0,"peace",0,111,12254.41309,0.921027482,3.701302052,48.4563446,0.000644905,0.278410348,3,-8,1,1,0,1,0,-0.360058278,0,0,4.718498707,0,0.499909115,4479.291992,7.208387379,1.10354218,2.63129282,0.100421682,0.007974622,-0.119531468,0.78870827,-0.118567303
"4","Romania",360,1975,3,"3/9/1975","peace",0,"peace",0,121,1369.19165,1.093227029,3.756538153,99.27988434,0.003072357,-0.20355406,3,-7,1,1,0,1,0,-0.360058278,0,0,4.804020882,0,2.043582305,5436.338379,6.82299074,1.126810848,0.241429314,0.104529589,-0.152883634,-0.051215112,0.985127807,-0.000923778
"5","South Africa",560,1975,3,"3/19/1975","peace",0,"peace",0,103,1576.468384,1.026523948,4.461299896,103.1084061,0.001128984,-0.051390215,7,4,2,1,0,1,0,-0.226766273,0,0,4.64439106,0,0.044028159,599.1921387,6.921058716,1.129507593,2.483417273,0.105074719,-0.095227249,0.001902257,0.892583668,-0.023504151
"6","Democratic Republic of Congo",490,1975,4,"4/2/1975","peace",0,"peace",0,114,1658.863403,1.038637638,4.946630001,101.1426773,0.004085356,-0.033496075,1,-9,1,1,0,1,0,-0.360058278,0,0,4.744932175,0,0.043131312,588.0772095,6.908495742,1.133703896,3.628679276,0.093555063,-0.088907115,0.001867183,0.915393054,-0.016718088
"7","Cameroon",471,1975,4,"4/5/1975","peace",0,"peace",0,184,453.9108582,1.15664804,4.738826752,78.63575745,0.005415846,-0.039792477,2,-8,1,1,0,1,0,-0.360058278,0,0,5.220355988,0,0.043131312,588.0772095,6.908495742,1.133703896,0.745219529,0.093555063,-0.088907115,0.001867183,1.047245622,-0.016718088
"8","Hungary",310,1975,6,"6/15/1975","peace",0,"peace",0,224,1332.980225,1.070115089,3.577947855,85.76894379,0.001897692,-0.02500378,3,-7,1,1,0,1,0,-0.360058278,0,0,5.416100502,0,2.051697321,5436.338379,6.82299074,1.126810848,0.236085698,0.117568627,-0.000343703,0.035774212,0.96359694,-0.003247703
"9","Iran",630,1975,6,"6/20/1975","peace",0,"peace",0,263,1686.329346,1.083169699,4.661550522,108.1185379,0.002317403,0.050856016,1,-10,1,1,0,1,0,-0.357012212,0,0,5.575949192,0,0.503108074,4479.291992,7.208387379,1.10354218,0.344498932,0.086530432,0.116862223,-0.094234735,0.98602891,-0.115301713
"10","Finland",375,1975,9,"9/21/1975","peace",0,"peace",0,235,5976.343262,1.151863933,2.302585125,71.53707123,0.000931367,-0.043424886,7,10,10,1,0,1,0,-0.360058278,1,0,5.463831902,3.455264568,2.059205928,5436.338379,6.82299074,1.126810848,1.154162407,0.128742352,0.166642785,0.100208201,1.04793489,-0.003712899
"11","Austria",305,1975,10,"10/5/1975","peace",0,"peace",0,67,5734.155273,1.122667313,2.985682011,79.80210876,0.002383183,-0.001272998,7,10,10,1,0,1,0,-0.360058278,1,0,4.219507694,3.044522524,2.104351675,5543.538086,6.831726635,1.125640519,0.941405058,0.116585009,0.063372053,0.033450499,1.014014721,-0.003793833
"12","Liberia",450,1975,10,"10/7/1975","peace",0,"peace",0,52,174.5421906,1.130872726,5.160203934,54.96669006,0.028591389,0.025978741,3,-6,2,1,0,1,0,-0.360058278,0,0,3.970291853,0,0.042218652,570.8455811,6.964536152,1.124399558,0.232723013,0.098298997,-0.134950504,-0.000723095,0.89051348,-0.026922284
"13","Liberia",450,1975,10,"10/7/1975","peace",0,"peace",0,52,174.5421906,1.130872726,5.160203934,54.96669006,0.028591389,0.025978741,3,-6,2,1,0,2,0,-0.360058278,0,0,3.970291853,0,0.042218652,570.8455811,6.964536152,1.124399558,0.232723013,0.098298997,-0.134950504,-0.000723095,0.89051348,-0.026922284
"14","Turkey",640,1975,10,"10/12/1975","vio",1,"vio",1,8,1590.1604,1.18425858,4.689511299,112.068718,0.00348161,-0.034685151,7,9,9,1,0,1,0,-0.360058278,1,0,2.197224617,2.708050251,0.505616376,4479.291992,7.208387379,1.10354218,0.345799863,0.098104976,0.10012012,0.006415958,1.1098876,-0.112106822
"15","Switzerland",225,1975,10,"10/26/1975","peace",0,"peace",0,10,14009.87891,1.004772782,2.41591382,76.69037628,0.000902761,0.076325129,7,10,10,1,0,1,0,-0.360058278,1,0,2.397895336,4.85268116,2.104351675,5543.538086,6.831726635,1.125640519,2.459264755,0.116585009,0.063372053,0.033450499,0.898434162,-0.003793833
"16","Mauritania",435,1975,10,"10/26/1975","vio",0,"peace",0,180,360.7447205,1.102843881,4.654912472,51.55482864,0.002925321,0.015323176,3,-7,1,1,0,1,0,-0.360058278,0,0,5.198496819,0,0.042218652,570.8455811,6.964536152,1.124399558,0.7164675,0.098298997,-0.134950504,-0.000723095,0.991364956,-0.026922284
"17","Tanzania",510,1975,10,"10/26/1975","peace",0,"peace",0,168,285.4226379,1.097670913,4.772377968,93.6836319,0.003686091,0.275326402,3,-6,2,1,0,1,0,-0.360058278,0,0,5.129898548,0,0.042218652,570.8455811,6.964536152,1.124399558,0.504769921,0.098298997,-0.134950504,-0.000723095,0.99702251,-0.026922284
"18","Tanzania",510,1975,10,"10/26/1975","peace",0,"peace",0,168,285.4226379,1.097670913,4.772377968,93.6836319,0.003686091,0.275326402,3,-6,2,1,0,1,0,-0.360058278,0,0,5.129898548,0,0.042218652,570.8455811,6.964536152,1.124399558,0.504769921,0.098298997,-0.134950504,-0.000723095,0.99702251,-0.026922284
"19","Cote d'Ivoire",437,1975,11,"11/16/1975","peace",0,"peace",0,184,664.1340332,1.174213409,4.906015396,77.79512024,0.01003876,0.05489423,1,-9,1,1,0,1,0,-0.360058278,0,0,5.220355988,0,0.041358529,572.767395,6.961074827,1.122483896,1.028702259,0.139988527,-0.117223926,-0.000460985,1.078034878,-0.025422595
"20","Cote d'Ivoire",437,1975,11,"11/16/1975","peace",0,"peace",0,184,664.1340332,1.174213409,4.906015396,77.79512024,0.01003876,0.05489423,1,-9,1,1,0,1,0,-0.360058278,0,0,5.220355988,0,0.041358529,572.767395,6.961074827,1.122483896,1.028702259,0.139988527,-0.117223926,-0.000460985,1.078034878,-0.025422595
"21","New Zealand",920,1975,11,"11/29/1975","peace",0,"peace",0,15,4283.061523,0.947450936,2.701361179,64.54545593,0.000662891,0.352029424,7,10,10,1,0,1,0,-0.360058278,1,0,2.77258873,4.231688023,0.895815251,1448.868896,7.147765687,1.080110562,2.817913055,0.154431224,-0.187955424,0.06825044,0.838682532,-0.091612399
"22","Australia",900,1975,12,"12/13/1975","peace",0,"peace",0,2,7628.126953,1.077304363,2.667228222,90.99204254,0.000853539,0.131088043,7,10,10,1,0,1,0,-0.360058278,1,0,1.098612309,4.316376209,0.889453198,1340.366455,7.154870878,1.073645588,5.623609543,0.023952669,-0.259675771,-0.038779866,1.006387711,-0.094629079
"23","El Salvador",92,1976,3,"3/14/1976","vio",0,"vio",0,45,593.5897217,1.172748804,4.529368401,70.09078217,0.002414194,0.026728782,4,-1,6,1,0,1,0,-0.353966177,0,0,3.828641415,0,1.039914,2127.682373,7.87281641,1.100988872,0.274678349,0.165645927,-0.111609347,-0.030913632,1.097994447,0.022300033
"24","Poland",290,1976,3,"3/21/1976","peace",0,"peace",0,64,1371.354492,1.059168935,3.173878431,109.0423813,0.000960682,0.064946538,3,-7,1,1,0,1,0,-0.360058278,0,0,4.174387455,0,2.072884877,5775.663086,7.213589395,1.070795633,0.233969137,0.066943116,-0.072766222,0.029302573,0.991413176,-0.056015216
"25","Thailand",800,1976,4,"4/4/1976","vio",1,"peace",0,7.5,443.2051086,1.102058411,4.010962963,114.0509186,0.00605094,0.102519113,3,3,7,1,1,2,0,-0.226766273,1,0,2.708050251,0.733969152,0.825288012,1368.012085,7.356608772,1.058193349,0.301248461,0.119704463,-0.09400443,0.066942044,1.052358747,-0.016708581
"26","Bulgaria",355,1976,5,"5/30/1976","peace",0,"peace",0,242,2112.281494,1.077541351,3.367295742,82.40063477,0.002568978,-0.085065803,3,-7,1,1,0,1,0,-0.360058278,0,0,5.493061543,0,2.077126479,5775.663086,7.213589395,1.070795633,0.353076249,0.066943116,-0.07064563,0.028059095,1.011283278,-0.056015216
"27","Italy",325,1976,6,"6/20/1976","peace",0,"peace",0,20,4597.550293,1.004565716,2.92852354,119.2888107,0.001080724,6.23e-05,7,10,10,1,0,1,0,-0.360058278,1,0,3.044522524,3.44998765,2.079197935,5775.663086,7.213589395,1.070795633,0.706855476,0.066943116,-0.0696619,0.027500615,0.91708225,-0.056015216
"28","Mexico",70,1976,7,"7/4/1976","peace",0,"peace",0,68,1881.288086,1.005565166,4.169761181,121.7582321,0.000711585,0.030474508,3,-6,2,1,0,1,0,-0.262584358,0,0,4.234106541,0,1.033364218,2003.770752,7.864305124,1.106851464,0.790620983,0.106668957,-0.020092232,-0.051850416,0.888435602,0.028162625
"29","Mexico",70,1976,7,"7/4/1976","peace",0,"peace",0,68,1881.288086,1.005565166,4.169761181,121.7582321,0.000711585,0.030474508,3,-6,2,1,0,1,0,-0.262584358,0,0,4.234106541,0,1.033364218,2003.770752,7.864305124,1.106851464,0.790620983,0.106668957,-0.020092232,-0.051850416,0.888435602,0.028162625
"30","Mauritania",435,1976,8,"8/8/1976","peace",1,"peace",0,190,386.0445557,1.070132256,4.640537262,51.97639847,0.002129511,0.022382704,3,-7,1,1,1,2,0,-0.226766273,0,0,5.25227356,0,0.044957659,608.6328125,6.879489014,1.042500677,0.719404757,0.061368372,0.174589902,0.0037825,1.026921272,-0.080735907
"31","Mauritania",435,1976,8,"8/8/1976","peace",1,"peace",0,190,386.0445557,1.070132256,4.640537262,51.97639847,0.002129511,0.022382704,3,-7,1,1,1,2,0,-0.226766273,0,0,5.25227356,0,0.044957659,608.6328125,6.879489014,1.042500677,0.719404757,0.061368372,0.174589902,0.0037825,1.026921272,-0.080735907
"32","Cyprus",352,1976,9,"9/5/1976","peace",0,"peace",0,22,1577.858276,1.15530324,3.252101183,38.5939827,0.007566229,0.130073142,7,10,10,1,0,1,0,-0.360058278,0,0,3.135494232,0,2.096343923,5775.663086,7.213589395,1.070795633,0.257424384,0.066943116,-0.120415546,0.037137996,1.235165119,-0.056015216
"33","Trinidad and Tobago",52,1976,9,"9/13/1976","peace",0,"peace",0,170,2813.433838,1.024933457,3.650658131,47.99649048,0.001572991,0.175941454,7,8,7,1,0,1,0,-0.360058278,1,0,5.141663551,2.719099998,1.004405634,1984.014038,7.870184069,1.104496672,1.249918818,0.10890092,-0.050529759,-0.087564394,0.913990259,0.025807833
"34","Egypt",651,1976,9,"9/16/1976","peace",0,"peace",0,73,387.7373657,1.12369895,4.927253723,112.8304214,0.004230054,-0.109696974,3,-7,1,1,0,1,0,-0.360058278,0,0,4.304065228,0,0.487560091,4888.799805,7.094449456,1.109448004,0.075851232,0.092352994,-0.050183877,-0.017433332,1.008624673,0.005905824
"35","Sweden",380,1976,9,"9/19/1976","peace",0,"peace",0,84,11064.62109,1.072888017,2.116255522,81.25790405,5.39e-05,-0.03994756,7,10,10,1,0,1,0,-0.350920111,1,0,4.442651272,4.071871758,2.096343923,5775.663086,7.213589395,1.070795633,1.828206658,0.066943116,-0.120415546,0.037137996,1.00320375,-0.056015216
"36","Egypt",651,1976,10,"10/28/1976","peace",0,"peace",0,74,387.7373657,1.12369895,4.927253723,112.8304214,0.00252597,-0.073824598,3,-7,1,2,0,2,0,-0.360058278,0,0,4.317488194,0,0.343022058,5082.771484,7.050276569,1.121163417,0.072956555,0.114065863,-0.082676493,-0.162594318,0.998085201,0.017621236
"37","United States of America",2,1976,11,"11/2/1976","peace",0,"peace",0,28,8849.09375,1.092867017,2.721295357,151.4536896,0.000584014,-0.137937452,7,10,10,1,0,1,0,-0.286952823,1,0,3.367295742,5.239981651,1.040891711,2003.770752,7.864305124,1.106851464,4.282339573,0.096761107,0.044790912,-0.030927258,0.994887769,0.02838587
"38","United States of America",2,1976,11,"11/2/1976","peace",0,"peace",0,28,8849.09375,1.092867017,2.721295357,151.4536896,0.000584014,-0.137937452,7,10,10,1,0,1,0,-0.286952823,1,0,3.367295742,5.239981651,1.040891711,2003.770752,7.864305124,1.106851464,4.282339573,0.096761107,0.044790912,-0.030927258,0.994887769,0.02838587
"39","Egypt",651,1976,11,"11/4/1976","peace",0,"peace",0,75,387.7373657,1.12369895,4.927253723,112.8304214,0.002614673,-0.049567215,3,-7,1,3,0,3,0,-0.360058278,0,0,4.330733299,0,0.343492786,5082.771484,7.050276569,1.121163417,0.072956555,0.114065863,-0.080345035,-0.162743822,0.998085201,0.017621236
"40","Japan",740,1976,12,"12/5/1976","peace",0,"peace",0,13,5525.860352,1.10355556,2.240709543,135.1692352,0.000354567,0.024440263,7,10,10,1,0,1,0,-0.360058278,1,0,3.258096457,3.283414364,0.928566676,1499.528687,7.37250858,1.055935773,3.466667175,0.1043735,0.181937978,0.039113477,1.056522369,-0.017709814
"41","Algeria",615,1976,12,"12/10/1976","peace",0,"peace",0,139,1204.708618,1.097622395,4.820281506,94.32577515,0.01047208,-0.138954354,1,-9,1,1,0,1,0,-0.360058278,0,0,4.941642284,0,0.343961377,5082.771484,7.050276569,1.121163417,0.210206285,0.114065863,-0.078214362,-0.162892789,0.987912536,0.017621236
"42","Jamaica",51,1976,12,"12/15/1976","vio",0,"vio",0,58,1250.327271,1.035928965,3.602776766,58.05847549,0.001510364,-0.156909083,7,10,10,1,0,1,0,-0.360058278,1,0,4.077537537,2.735449076,0.997558833,1989.785767,7.878856295,1.101503412,0.711078584,0.104833528,0.113467515,-0.077346347,0.928838372,0.023037817
"43","Mauritius",590,1976,12,"12/23/1976","vio",1,"vio",1,106,894.1234131,1.209609985,3.786459684,46.39049911,0.001964464,-0.031817848,7,9,9,1,0,1,0,-0.360058278,1,0,4.672828674,2.285778046,0.048305697,608.6328125,6.879489014,1.042500677,1.381189346,0.045862898,0.173430264,0.006766434,1.152983665,-0.07998322
"44","Singapore",830,1976,12,"12/23/1976","peace",0,"peace",0,137,3024.280029,1.097905159,2.564949274,59.86848068,0.000333649,0.350177409,3,-2,2,1,0,1,0,-0.360058278,0,0,4.927253723,0,0.928566676,1499.528687,7.37250858,1.055935773,1.868376493,0.1043735,0.181937978,0.039113477,1.049299836,-0.017709814
"45","Paraguay",150,1977,2,"2/6/1977","peace",0,"peace",0,272,739.3598633,1.173424482,3.962716103,63.82256317,0.000371314,-0.055755399,1,-8,2,1,0,1,0,-0.357012212,0,0,5.609471798,0,1.045884154,2209.176025,7.806379775,1.127347034,0.299826711,0.1144858,0.099101283,-0.034551363,1.064869046,0.020495571
"46","Denmark",390,1977,2,"2/15/1977","peace",0,"peace",0,25,10159.05762,1.103164315,2.219203472,72.86734009,0.000118174,-0.016780979,7,10,10,2,0,2,0,-0.360058278,1,0,3.258096457,4.344887257,2.127729923,6462.992188,7.515839263,1.1195248,1.51409471,0.11151433,0.025059558,0.057018925,0.994503558,0.048729166
"47","El Salvador",92,1977,2,"2/20/1977","vio",1,"vio",1,56,708.56427,1.193693638,4.495355129,70.43178558,0.003300664,0.024649031,4,-1,6,1,1,1,1,-0.350920111,0,0,4.043051243,0,1.045884154,2209.176025,7.806379775,1.127347034,0.327268004,0.1144858,0.099101283,-0.034551363,1.097349644,0.020495571
"48","Algeria",615,1977,2,"2/25/1977","peace",0,"peace",0,141,1359.725952,1.128676176,4.779123306,94.92195892,0.003727351,-0.064623244,1,-9,1,2,0,2,0,-0.360058278,0,0,4.955827236,0,0.344092978,5521.181641,7.164708252,1.102797089,0.222450495,0.100626208,-0.073608659,-0.162568554,1.042373896,-0.018366328
"49","Pakistan",770,1977,3,"3/7/1977","vio",0,"vio",0,64,281.0244141,1.091900945,4.837075233,125.3709412,0.006774401,0.014423924,7,8,7,1,0,1,0,-0.223720208,0,0,4.174387455,0,0.943063155,1573.873291,7.185265509,1.106720852,0.171826929,0.04676285,0.161998108,0.082779959,0.993856728,0.051150315
"50","India",750,1977,3,"3/16/1977","peace",0,"peace",0,68,200.8048553,1.13345778,4.820281506,179.2446899,0.003649076,0.001341431,6,7,7,1,0,1,0,-0.360058278,1,0,4.912654877,3.420455217,0.943063155,1573.873291,7.185265509,1.106720852,0.122633554,0.04676285,0.161998108,0.082779959,1.044512749,0.051150315
"51","Fiji",950,1977,3,"3/19/1977","peace",0,"peace",0,78,1314.503418,1.030770302,3.676300764,40.90577698,0.000956631,-0.073854028,7,9,9,1,0,1,0,-0.360058278,0,0,4.369447708,0,0.943063155,1573.873291,7.185265509,1.106720852,0.783885896,0.04676285,0.161998108,0.082779959,0.919265747,0.051150315
"52","Sudan",625,1977,4,"4/3/1977","vio",0,"peace",0,96,599.4406738,1.171071291,4.49758482,91.66296387,0.014261953,-0.028232853,3,-7,1,1,0,1,0,-0.226766273,0,0,4.574710846,0,0.051096787,664.3355103,6.808441885,1.113909647,0.946051776,0.113060147,0.155504853,0.008877236,1.083222151,0.072723337
"53","Gambia",420,1977,4,"4/4/1977","peace",0,"peace",0,147,409.7633972,1.163491964,4.698660374,40.33131027,0.002242336,0.034936475,5,8,10,1,0,1,0,-0.360058278,0,0,4.99721241,0,0.051096787,664.3355103,6.808441885,1.113909647,1.055688262,0.113060147,0.155504853,0.008877236,1.074173689,0.072723337
"54","Belgium",211,1977,4,"4/17/1977","peace",0,"peace",0,37,8722.642578,1.138994098,2.646174908,84.50675964,0.000143845,-0.215390023,7,10,10,1,0,1,0,-0.360058278,1,0,3.637586117,4.047427654,2.181144602,6571.402344,7.515680056,1.118973248,1.255693316,0.101076365,-0.002733918,-0.015462431,1.039750695,0.05258783
"55","Indonesia",850,1977,5,"5/2/1977","peace",0,"peace",0,135,476.4497681,1.165698528,4.527208805,140.6309052,0.004661113,-0.006997757,2,-7,2,1,0,1,0,4.97162199,0,0,4.912654877,0,0.821968686,1619.901978,7.235034639,1.10425154,0.282111973,0.095615014,0.11903993,-0.010640128,1.086254001,0.048278142
"56","Sierra Leone",451,1977,5,"5/6/1977","vio",1,"vio",1,110,358.9927063,1.120112658,5.154447079,63.91349792,0.00377511,0.056782879,3,-6,2,1,0,1,0,-0.360058278,0,0,4.709530354,0,0.058982389,675.1226807,6.820418298,1.116267207,0.502743304,0.123934612,0.135173693,0.01659039,1.04398787,0.075080894
"57","Israel",666,1977,5,"5/17/1977","peace",0,"peace",0,2,4435.703613,1.12048614,2.923161507,66.66452789,0.003837216,0.077504554,7,9,9,1,0,1,0,-0.223720208,1,0,1.098612309,3.401197433,0.345470658,5521.181641,7.164708252,1.102797089,0.849008679,0.100626208,-0.068941087,-0.163007066,1.014588594,-0.018366328
"58","Netherlands",210,1977,5,"5/25/1977","peace",0,"peace",0,49,9376.100586,1.133912683,2.272125959,90.88899994,6.69e-05,0.189145494,7,10,10,1,0,1,0,-0.360058278,1,0,3.912023067,4.675939083,2.14376637,6462.992188,7.515839263,1.1195248,1.405711412,0.11151433,0.024726052,0.066639893,1.033112168,0.048729166
"59","Morocco",600,1977,6,"6/3/1977","peace",0,"peace",0,197,687.0776367,1.11109376,4.64439106,96.17588806,0.004066525,0.034152062,1,-9,2,1,0,1,0,-0.226766273,0,0,5.288267136,0,0.621788408,5320.76123,7.01576263,1.104413879,0.116472878,0.147376776,-0.043664344,0.112710364,1.019302011,-0.016749538
"60","Turkey",640,1977,6,"6/5/1977","vio",1,"peace",1,14.5,1949.630737,1.105756998,4.620059013,112.9764252,0.003385689,0.033390494,7,9,9,1,1,1,1,-0.338735849,1,0,3.367295742,2.813410759,0.621788408,5320.76123,7.01576263,1.104413879,0.365658551,0.147376776,-0.043664344,0.112710364,1.012906313,-0.016749538
"61","Ireland",205,1977,6,"6/16/1977","peace",0,"peace",0,52,3750.264648,1.14667666,2.721295357,65.56377411,0.000467909,0.106156719,7,10,10,1,0,1,0,-0.34482798,1,0,3.970291853,4.032764435,2.148754793,6462.992188,7.515839263,1.1195248,0.520092785,0.11151433,0.024634421,0.069556855,1.048500776,0.048729166
"62","Papua New Guinea",910,1977,6,"6/18/1977","peace",0,"peace",0,22,1021.105103,1.059631228,4.412798405,63.35007095,0.004236258,-0.02885812,5,4,4,1,0,1,0,-0.360058278,1,0,3.135494232,1.041453838,0.823465695,1619.901978,7.235034639,1.10425154,0.607587516,0.095615014,0.116169147,-0.012675677,0.956188202,0.048278142
"63","Mongolia",712,1977,6,"6/19/1977","peace",0,"peace",0,306,1105.627563,1.084268451,4.835951805,54.11842346,0.000824987,0.158781316,3,-7,1,1,0,1,0,-0.360058278,0,0,5.726847649,0,0.823465695,1619.901978,7.235034639,1.10425154,0.82453531,0.095615014,0.116169147,-0.012675677,0.989165425,0.048278142
"64","Madagascar",580,1977,6,"6/30/1977","peace",0,"peace",0,25,312.6368103,1.054895282,4.623991966,80.62115479,0.004819177,0.089084973,3,-6,2,1,0,1,0,-0.360058278,0,0,3.258096457,0,0.059151762,675.9926147,6.812544192,1.115160568,0.434793711,0.121901393,0.122917518,0.016161025,0.942274451,0.072659887
"65","Japan",740,1977,7,"7/10/1977","peace",0,"peace",0,8,6521.0625,1.18009901,2.174751759,135.3914032,0.000788884,0.042904501,7,10,10,2,0,2,0,-0.353966177,1,0,2.197224617,3.305053473,0.877935258,1537.577393,7.223319289,1.103385439,4.338479519,0.062987342,0.040119518,0.038380329,1.163001776,0.047412042
"66","Sri Lanka",780,1977,7,"7/21/1977","vio",1,"vio",1,44,293.8443604,1.110099673,3.819907665,91.58251953,0.019497255,-0.073753436,7,8,7,1,0,1,0,-0.360058278,1,0,4.477336884,3.384390354,0.877935258,1537.577393,7.223319289,1.103385439,0.217863634,0.062987342,0.040119518,0.038380329,0.981764555,0.047412042
"67","Syria",652,1977,8,"8/1/1977","peace",1,"peace",1,79,980.2144165,0.99943763,3.987130404,80.90630341,0.006638412,-0.004020979,1,-9,1,1,0,1,0,-0.34482798,0,0,4.382026672,0,0.34683044,5521.181641,7.164708252,1.102797089,0.168104663,0.100626208,-0.065093145,-0.163440719,0.884040117,-0.018366328
"68","Zimbabwe",552,1977,8,"8/31/1977","peace",0,"peace",0,142,588.5823975,1.002261162,4.245634079,77.30179596,0.003224502,-0.0155927,7,4,2,1,0,1,0,4.97162199,0,0,4.962844849,0,0.043597275,665.4588623,6.800661417,1.112826429,1.212106943,0.111271761,0.124419212,-0.001360384,0.881145835,0.070325755
"69","Norway",385,1977,9,"9/11/1977","peace",0,"peace",0,21,10855.92969,1.129013658,2.230014324,68.97466278,7.05e-05,0.410256404,7,10,10,1,0,1,0,-0.360058278,1,0,3.091042519,4.53974247,2.162838239,6462.992188,7.515839263,1.1195248,1.585825324,0.11151433,0.077851243,0.066494316,1.027205586,0.048729166
"70","Fiji",950,1977,9,"9/17/1977","peace",0,"peace",0,84,1314.503418,1.030770302,3.676300764,40.90577698,0.00078927,-0.016475542,7,9,9,2,0,2,0,-0.360058278,0,0,4.442651272,0,0.827794904,1619.901978,7.235034639,1.10425154,0.761612177,0.095615014,0.061537899,-0.018265646,0.921321392,0.048278142
"71","Democratic Republic of Congo",490,1977,10,"10/15/1977","peace",0,"peace",0,144,1877.960449,1.093845844,4.920710564,102.3381653,0.010475568,0.334688013,1,-9,1,2,0,2,0,-0.360058278,0,0,4.976733685,0,0.043889263,665.4588623,6.800661417,1.112826429,3.652220011,0.111271761,0.119902901,-0.002824762,1.117043734,0.070325755
"72","North Korea",731,1977,11,"11/11/1977","peace",0,"peace",0,351,144.1495514,1.071128011,3.545628548,94.78078461,0.007490966,0.214614765,1,-9,1,1,0,1,0,-0.360058278,0,0,5.863631248,0,0.798560186,1582.769165,7.268201582,1.105533259,0.078122437,0.095584169,0.026017819,-0.014327857,0.96895045,0.049559861
"73","Greece",350,1977,11,"11/20/1977","peace",0,"peace",0,41,4103.925293,1.126240253,3.254242897,83.45035553,0.007078858,-0.24478445,5,8,10,1,0,1,0,-0.317413449,1,0,3.737669706,1.466337085,2.171594588,6462.992188,7.515839263,1.1195248,0.606903255,0.11151433,0.073033161,0.061737247,1.023861766,0.048729166
"74","South Africa",560,1977,11,"11/30/1977","vio",0,"vio",0,135,1661.02478,1.082727194,4.364371777,104.1212921,0.003168908,-0.039503751,7,4,2,2,0,2,0,-0.220674157,0,0,4.912654877,0,0.044033558,665.4588623,6.800661417,1.112826429,2.265151739,0.137169406,0.110036455,-0.002437117,0.972932398,0.070253849
"75","Mozambique",541,1977,12,"12/1/1977","vio",0,"vio",0,31,387.4445496,1.031724811,5.172754288,86.95715332,0.00769605,0.007032306,2,-8,1,1,0,1,0,-0.360058278,0,0,3.465735912,0,0.044176729,665.4588623,6.800661417,1.112826429,0.565236628,0.111271761,0.115750588,-0.004128968,0.934766769,0.070325755
"76","Democratic Republic of Congo",490,1977,12,"12/3/1977","peace",0,"peace",0,146,1877.960449,1.093845844,4.920710564,102.3381653,0.007836989,0.119283138,1,-9,1,3,0,3,0,-0.360058278,0,0,4.990432739,0,0.044176729,665.4588623,6.800661417,1.112826429,3.652220011,0.111271761,0.115750588,-0.004128968,1.117043734,0.070325755
"77","Australia",900,1977,12,"12/10/1977","peace",0,"peace",0,26,8533.231445,1.046513438,2.541601896,91.4515686,0.000849484,0.03209381,7,10,10,2,0,2,0,-0.360058278,1,0,3.295836926,4.342722416,0.831908637,1619.901978,7.235034639,1.10425154,5.165971279,-0.012924484,0.063559435,-0.096658036,0.940514922,0.048315767
"78","Philippines",840,1977,12,"12/16/1977","peace",1,"peace",1,145,522.9943237,1.105222225,3.992681026,113.9584198,0.002391882,0.003198945,1,-9,1,1,0,1,0,-0.083601438,0,0,4.983606815,0,0.831908637,1619.901978,7.235034639,1.10425154,0.305535287,-0.012924484,0.063559435,-0.096658036,1.01233232,0.048315767
"79","Myanmar (Burma)",775,1978,1,"1/1/1978","peace",1,"peace",1,191,49.97014236,1.058406472,4.623991966,107.6740723,0.005863735,0.009472297,2,-6,1,1,0,1,0,-0.226766273,0,0,5.257495403,0,0.83258406,1951.609009,7.157233298,1.114381579,0.02442389,0.099318489,0.092808589,0.016917495,0.963238239,0.010130038
"80","Finland",375,1978,1,"1/15/1978","peace",0,"peace",0,263,7292.233398,1.076555848,2.091864109,71.67502594,0.000804304,-0.011976227,7,10,10,2,0,2,0,-0.360058278,1,0,5.575949192,3.526360512,2.179163814,7617.135742,7.423103753,1.157065115,1.004554987,0.143842071,0.068979926,0.057195593,0.93268466,0.037540317
"81","Sudan",625,1978,2,"2/2/1978","peace",1,"peace",1,106,544.6293945,0.908562601,4.489759445,92.26649475,0.008842032,-0.004447571,3,-7,1,1,1,2,0,-0.360058278,0,0,4.672828674,0,0.04442428,720.4065552,6.833700628,1.119550586,0.743595123,0.14054352,0.136627331,-0.0039309,0.761321545,0.007406773
