"","country","ccode","year","month","dates","elecViolence1","l.elecViolence1","elecViolence2","l.elecViolence2","regimetenure","pcgdp","growth","logIMR","lnpop2","logpredict","SPI","lexconst","lpolity2","lpolcomp","tae1","nvio1","tae2","nvio2","political_violence","gov_democracy","gov_interim","logtenure","dem_duration","regav_dem","regav_pcgdp","regav_IMR","regav_growth","gdpdiff","del_reggdp","del_regten","del_regdem","growthdiff","del_reggrow"
"1408","Tunisia",616,2004,10,"10/24/2004","vio",1,"vio",1,204,3139.620117,1.12527144,3.030133724,84.48677063,0.001810647,0.486232786,2,-4,6,1,5,1,5,-0.360058278,0,0,5.323009968,0,0.400658759,10347.89355,7.409931481,1.156597484,0.300825477,0.143600896,0.058582619,0.00335427,0.974434793,0.061976306
"1409","Botswana",571,2004,10,"10/30/2004","peace",0,"peace",0,80,4842.169922,1.175543666,3.89385891,56.62096786,0.001916589,0.290884776,7,8,9,6,0,6,0,-0.360058278,0,0,4.394449234,0,0.749463676,1477.385132,7.860321523,1.144679924,3.276606798,0.145508006,0.17349413,0.057501644,1.02659452,0.003150982
"1410","Uruguay",165,2004,10,"10/31/2004","peace",0,"peace",0,56,4151.890137,1.136641502,2.549445152,65.74669647,0.000128352,-0.633997632,7,10,10,6,0,6,0,-0.360058278,1,0,4.043051243,3.040546179,2.97683324,7004.961914,7.486560155,1.117925747,0.585667729,0.151640862,0.017369337,0.050893489,1.015267015,0.090616643
"1411","Uruguay",165,2004,10,"10/31/2004","peace",0,"peace",0,56,4151.890137,1.136641502,2.549445152,65.74669647,0.000128352,-0.633997632,7,10,10,6,0,6,0,-0.360058278,1,0,4.043051243,3.040546179,2.97683324,7004.961914,7.486560155,1.117925747,0.585667729,0.151640862,0.017369337,0.050893489,1.015267015,0.090616643
"1412","Ukraine",369,2004,10,"10/31/2004","vio",1,"vio",1,124,1427.280029,1.301918268,2.564949274,115.8586044,8.3e-05,1.367973914,5,6,7,1,4,1,3,-0.360058278,1,0,4.828313828,2.730029106,2.75919873,26294.2793,7.755631758,1.199496992,0.052283235,0.15001139,-0.005707403,-8.25e-05,1.085378528,-0.041675866
"1413","United States of America",2,2004,11,"11/2/2004","peace",0,"peace",0,47,41838.46094,1.056743741,1.931521416,158.5471954,0.000304876,0.103702538,7,10,10,15,0,15,0,-0.226766273,1,0,3.871201038,5.378360271,2.981237702,7004.961914,7.486560155,1.117925747,5.942910671,0.108944438,0.017588738,0.05562925,0.944862247,0.089866675
"1414","United States of America",2,2004,11,"11/2/2004","peace",0,"peace",0,47,41838.46094,1.056743741,1.931521416,158.5471954,0.000304876,0.103702538,7,10,10,15,0,15,0,-0.226766273,1,0,3.871201038,5.378360271,2.981237702,7004.961914,7.486560155,1.117925747,5.942910671,0.108944438,0.017588738,0.05562925,0.944862247,0.089866675
"1415","Czech Republic",316,2004,11,"11/5/2004","peace",0,"peace",0,5,11669.12988,1.197515488,1.52605629,85.20037079,9.25e-05,-0.924076816,7,10,10,12,0,12,0,-0.360058278,1,0,1.791759491,2.55851841,2.788321409,25465.23828,7.713441012,1.198115262,0.458975464,0.209836796,0.061071478,0.111884646,0.997693241,-0.041652489
"1416","Czech Republic",316,2004,11,"11/12/2004","peace",0,"peace",0,5,11669.12988,1.197515488,1.52605629,85.20037079,9.25e-05,-0.924076816,7,10,10,13,0,13,0,-0.360058278,1,0,1.791759491,2.55851841,2.788321409,25465.23828,7.713441012,1.198115262,0.458975464,0.209836796,0.061071478,0.111884646,0.997693241,-0.041652489
"1417","Namibia",565,2004,11,"11/15/2004","peace",0,"peace",0,177,3440.969971,1.319461107,3.852272987,58.10754395,0.002028015,0.091030353,5,6,9,3,0,3,0,-0.360058278,0,0,5.181783676,0,0.752745394,1477.385132,7.860321523,1.144679924,2.329094648,0.129598632,0.126845002,0.043098044,1.152690053,-0.003736324
"1418","Namibia",565,2004,11,"11/15/2004","peace",0,"peace",0,177,3440.969971,1.319461107,3.852272987,58.10754395,0.002028015,0.091030353,5,6,9,3,0,3,0,-0.360058278,0,0,5.181783676,0,0.752745394,1477.385132,7.860321523,1.144679924,2.329094648,0.129598632,0.126845002,0.043098044,1.152690053,-0.003736324
"1419","Niger",436,2004,11,"11/16/2004","peace",0,"peace",0,60,237.2870026,1.061658382,4.456670284,89.06285858,0.003837587,-0.402060763,5,5,8,4,3,4,2,-0.360058278,1,0,4.110873699,1.777773261,0.752745394,1477.385132,7.860321523,1.144679924,0.160564095,0.129598632,0.126845002,0.043098044,0.927368701,-0.003736324
"1420","Ukraine",369,2004,11,"11/21/2004","vio",1,"vio",1,125,1427.280029,1.301918268,2.564949274,115.8586044,0.000445064,0.844585366,5,6,7,1,5,1,4,-0.360058278,1,0,4.836281776,2.735449076,2.788321409,25465.23828,7.713441012,1.198115262,0.053985357,0.209836796,0.061071478,0.111884646,1.086630225,-0.041652489
"1421","Romania",360,2004,11,"11/28/2004","vio",0,"vio",0,48,3541.52002,1.279395342,2.9704144,99.83576965,0.000693676,0.183382752,6,8,9,12,0,11,0,-0.360058278,1,0,3.891820192,2.650891781,2.788321409,25465.23828,7.713441012,1.198115262,0.139072716,0.209836796,0.061071478,0.111884646,1.067840099,-0.041652489
"1422","Romania",360,2004,11,"11/28/2004","vio",0,"vio",0,48,3541.52002,1.279395342,2.9704144,99.83576965,0.000693676,0.183382752,6,8,9,12,0,11,0,-0.360058278,1,0,3.891820192,2.650891781,2.788321409,25465.23828,7.713441012,1.198115262,0.139072716,0.209836796,0.061071478,0.111884646,1.067840099,-0.041652489
"1423","Mozambique",541,2004,12,"12/1/2004","peace",0,"peace",0,218,330.197998,1.182640553,4.549657345,98.32261658,0.002436011,-0.241009832,4,5,9,3,2,3,2,-0.360058278,0,0,5.389071941,0,0.755981191,1477.385132,7.860321523,1.144679924,0.223501638,0.129598632,0.123889841,0.042387128,1.033162713,-0.003736324
"1424","Mozambique",541,2004,12,"12/1/2004","peace",0,"peace",0,218,330.197998,1.182640553,4.549657345,98.32261658,0.002436011,-0.241009832,4,5,9,3,2,3,2,-0.360058278,0,0,5.389071941,0,0.755981191,1477.385132,7.860321523,1.144679924,0.223501638,0.129598632,0.123889841,0.042387128,1.033162713,-0.003736324
"1425","Niger",436,2004,12,"12/4/2004","peace",0,"peace",0,61,237.2870026,1.061658382,4.456670284,89.06285858,0.00394182,-0.401822205,5,5,8,5,3,5,2,-0.360058278,1,0,4.127134323,1.791759491,0.755981191,1477.385132,7.860321523,1.144679924,0.160564095,0.129598632,0.123889841,0.042387128,0.927368701,-0.003736324
"1426","Niger",436,2004,12,"12/4/2004","peace",0,"peace",0,61,237.2870026,1.061658382,4.456670284,89.06285858,0.00394182,-0.401822205,5,5,8,5,3,5,2,-0.360058278,1,0,4.127134323,1.791759491,0.755981191,1477.385132,7.860321523,1.144679924,0.160564095,0.129598632,0.123889841,0.042387128,0.927368701,-0.003736324
"1427","Ghana",452,2004,12,"12/7/2004","vio",1,"peace",0,48,709.4680176,1.13467133,4.062165737,99.16214752,0.001221541,0.255857043,6,6,8,1,3,4,0,-0.360058278,1,0,3.891820192,2.55851841,0.755981191,1477.385132,7.860321523,1.144679924,0.656879485,0.129598632,0.123889841,0.042387128,0.987206221,-0.003736324
"1428","Ghana",452,2004,12,"12/7/2004","vio",1,"peace",0,48,709.4680176,1.13467133,4.062165737,99.16214752,0.001221541,0.255857043,6,6,8,1,3,4,0,-0.360058278,1,0,3.891820192,2.55851841,0.755981191,1477.385132,7.860321523,1.144679924,0.656879485,0.129598632,0.123889841,0.042387128,0.987206221,-0.003736324
"1429","Romania",360,2004,12,"12/12/2004","vio",1,"vio",1,1,3541.52002,1.279395342,2.9704144,99.83576965,0.0021994,0.541691616,6,8,9,1,1,1,1,-0.360058278,1,0,3.912023067,2.656756878,2.788390925,24368.94531,7.655331611,1.203346108,0.145329222,0.090659901,0.059312798,0.077934727,1.063198209,-0.038702592
"1430","Turkmenistan",701,2004,12,"12/19/2004","peace",0,"peace",0,171,3022.469971,1.229716063,4.084294319,71.48438263,0.000396037,0.406041937,1,-9,1,4,1,4,1,-0.360058278,0,0,5.147494316,0,1.53383519,5100.356934,7.859212827,1.141120086,0.589168608,0.13161692,0.076803565,0.056140114,1.077639222,0.004843705
"1431","Ukraine",369,2004,12,"12/26/2004","peace",1,"peace",1,126,1427.280029,1.301918268,2.564949274,115.8586044,0.000588066,1.056849782,5,6,7,1,6,1,5,-0.360058278,1,0,4.84418726,2.740839958,2.788390925,24368.94531,7.655331611,1.203346108,0.056414012,0.090659901,0.059312798,0.077934727,1.081906676,-0.038702592
"1432","Uzbekistan",704,2004,12,"12/26/2004","peace",0,"peace",0,178,461.2219849,1.174926281,3.856510162,103.1159821,0.000371621,0.432680309,1,-9,1,2,4,2,4,-0.360058278,0,0,5.187386036,0,1.53383519,5100.356934,7.859212827,1.141120086,0.091532424,0.13161692,0.076803565,0.056140114,1.027075171,0.004843705
"1433","Croatia",344,2005,1,"1/2/2005","peace",0,"peace",0,14,10231.03027,1.091209769,1.757857919,70.54459381,0.000538971,0.888603469,7,8,9,4,4,9,0,-0.360058278,1,0,2.708050251,1.642227769,2.802265773,27212.83984,7.608147251,1.13060512,0.375139475,0.108162545,0.122752279,0.117497377,0.965280771,-0.071291178
"1434","Uzbekistan",704,2005,1,"1/9/2005","peace",0,"peace",0,179,543.8510132,1.179152369,3.82646513,103.3041763,0.000377308,0.600778715,1,-9,1,3,4,3,4,-0.10961879,0,0,5.192956924,0,1.511009425,5698.76709,7.808545979,1.120278812,0.096502811,0.111587428,0.073557787,0.029952118,1.051524043,-0.020999283
"1435","Croatia",344,2005,1,"1/16/2005","peace",0,"peace",0,14,10231.03027,1.091209769,1.757857919,70.54459381,0.000538971,0.888603469,7,8,9,5,4,10,0,-0.360058278,1,0,2.708050251,1.642227769,2.802265773,27212.83984,7.608147251,1.13060512,0.375139475,0.108162545,0.122752279,0.117497377,0.965280771,-0.071291178
"1436","Thailand",800,2005,2,"2/6/2005","peace",1,"peace",0,49,2905.800049,1.085752726,2.727852821,123.3865967,0.001251372,-0.12984656,7,9,9,1,7,7,1,-0.066544063,1,0,3.912023067,2.621038914,1.471976246,5576.500488,7.814681693,1.119999173,0.5300439,0.065552488,0.020678462,-0.011727976,0.972173095,-0.021278922
"1437","Denmark",390,2005,2,"2/8/2005","peace",0,"peace",0,40,48893.25,1.050423384,1.4109869,73.92443085,4.24e-05,0.890662863,7,10,10,12,0,12,0,-0.360058278,1,0,3.713572025,4.654753685,2.808247246,27764.43359,7.651997339,1.12483787,1.76024127,0.145684958,0.090868518,0.116720065,0.932938218,-0.075017519
"1438","Portugal",235,2005,2,"2/20/2005","peace",0,"peace",0,108,18817.16016,1.041347027,1.308332801,85.81011963,6.05e-05,-1.301092409,7,10,10,16,0,16,0,-0.360058278,1,0,4.691348076,3.387211084,2.808247246,27764.43359,7.651997339,1.12483787,0.677681386,0.145684958,0.090868518,0.116720065,0.925974905,-0.075017519
"1439","Tajikistan",702,2005,2,"2/27/2005","vio",1,"vio",1,148,333.9079895,1.092037678,3.990834236,76.95661926,0.001635043,0.57960101,3,-3,6,1,4,1,4,-0.360058278,0,0,5.003946304,0,1.471976246,5576.500488,7.814681693,1.119999173,0.060455304,0.065552488,0.020678462,-0.011727976,0.974628866,-0.021278922
"1440","Kyrgyz Republic",703,2005,2,"2/27/2005","vio",1,"vio",1,173,474.0830078,1.099427462,3.532225609,72.68981171,0.000378627,0.453704859,4,-3,3,1,5,1,5,-0.360058278,0,0,5.159055233,0,1.471976246,5576.500488,7.814681693,1.119999173,0.08497677,0.065552488,0.020678462,-0.011727976,0.981304586,-0.021278922
"1441","Moldova",359,2005,3,"3/6/2005","vio",0,"vio",0,48,830,1.152508855,2.827313662,67.80316925,0.000839651,0.637817686,7,8,7,6,0,6,0,-0.360058278,1,0,3.891820192,2.746201992,2.812608148,27764.43359,7.651997339,1.12483787,0.035983156,0.109132834,0.065021567,0.029211851,1.025604129,-0.074118957
"1442","Tajikistan",702,2005,3,"3/12/2005","vio",1,"vio",1,149,333.9079895,1.092037678,3.990834236,76.95661926,0.001669848,0.85730355,3,-3,6,1,5,1,5,-0.360058278,0,0,5.010635376,0,1.515656406,5698.76709,7.808545979,1.120278812,0.05915824,0.111587428,0.007295673,0.029336875,0.97438556,-0.020999283
"1443","Central African Republic",482,2005,3,"3/13/2005","vio",1,"vio",0,25,337.6409912,1.045969367,4.694096565,68.8693924,0.016795015,-0.496815369,2,-1,7,1,3,6,2,-0.355402768,0,0,3.258096457,0,0.751328886,1713.110107,7.929203026,1.116473332,0.197092399,0.134951845,0.119864799,0.026294865,0.936851203,-0.028206592
"1444","Central African Republic",482,2005,3,"3/13/2005","vio",1,"vio",0,25,337.6409912,1.045969367,4.694096565,68.8693924,0.016795015,-0.496815369,2,-1,7,1,4,6,2,-0.355402768,0,0,3.258096457,0,0.751328886,1713.110107,7.929203026,1.116473332,0.197092399,0.134951845,0.119864799,0.026294865,0.936851203,-0.028206592
"1445","Kyrgyz Republic",703,2005,3,"3/13/2005","vio",1,"vio",1,175,474.0830078,1.099427462,3.532225609,72.68981171,0.001457953,0.600167792,4,-3,3,1,6,1,6,-0.360058278,0,0,5.170484066,0,1.515656406,5698.76709,7.808545979,1.120278812,0.083153605,0.111587428,0.007295673,0.029336875,0.981059611,-0.020999283
"1446","Zimbabwe",552,2005,3,"3/31/2005","vio",1,"vio",1,301,655.3439941,0.944994152,4.110873699,89.09854126,0.001651932,0.204392949,2,-4,6,1,9,1,9,-0.360058278,0,0,5.710426807,0,0.751328886,1713.110107,7.929203026,1.116473332,0.446341425,0.134951845,0.119864799,0.026294865,0.848761141,-0.028206592
"1447","Djibouti",522,2005,4,"4/8/2005","peace",0,"peace",0,72,967.289978,1.034706354,4.2640872,44.83984756,0.004286564,0.518246491,3,2,7,2,2,2,2,-0.360058278,0,0,4.290459633,0,0.768451669,1670.648926,7.927432001,1.117196142,0.578990638,0.076530494,0.113858484,0.047574099,0.926163554,-0.028010355
"1448","Togo",461,2005,4,"4/24/2005","peace",0,"peace",0,3,391.5369873,1.067119956,4.210645199,73.88824463,0.009844327,0.520356022,2,-2,6,4,5,4,1,-0.360058278,0,0,1.386294365,0,0.768451669,1670.648926,7.927432001,1.117196142,0.252691031,0.076530494,0.113858484,0.047574099,0.884310067,-0.028010355
"1449","United Kingdom",200,2005,5,"5/5/2005","peace",0,"peace",0,97,41566.62891,1.04252708,1.629240513,121.1207962,5.89e-05,0.566295588,7,10,10,7,0,7,0,-0.35985586,1,0,4.584967613,4.546834469,2.825345329,28052.04102,7.653661063,1.124248032,1.491609812,0.155250743,0.077906094,0.063421763,0.927867472,-0.074611358
"1450","Central African Republic",482,2005,5,"5/8/2005","vio",1,"vio",1,27,337.6409912,1.045969367,4.694096565,68.8693924,0.016772291,-0.470879549,2,-1,7,1,5,1,3,-0.355402768,0,0,3.33220458,0,0.75558076,1644.638672,7.933498114,1.114532217,0.205297977,0.11539387,0.137868986,-0.014405756,0.938482821,-0.028219994
"1451","Central African Republic",482,2005,5,"5/8/2005","vio",1,"vio",1,27,337.6409912,1.045969367,4.694096565,68.8693924,0.016772291,-0.470879549,2,-1,7,1,5,1,3,-0.355402768,0,0,3.33220458,0,0.75558076,1644.638672,7.933498114,1.114532217,0.205297977,0.11539387,0.137868986,-0.014405756,0.938482821,-0.028219994
"1452","Ethiopia",530,2005,5,"5/15/2005","vio",1,"vio",1,169,165.2180023,1.192453504,4.242764473,125.7850416,0.00346401,0.07691982,2,-8,1,1,1,1,1,-0.127573654,0,0,5.135798454,0,0.75558076,1644.638672,7.933498114,1.114532217,0.10045854,0.11539387,0.137868986,-0.014405756,1.069913745,-0.028219994
"1453","Mongolia",712,2005,5,"5/22/2005","peace",0,"peace",0,96,1149.839966,1.250048876,3.552486897,61.51574326,0.000130006,-0.921359488,7,10,10,12,0,12,0,-0.360058278,1,0,4.574710846,2.55851841,1.520220763,5698.76709,7.808545979,1.120278812,0.173577368,0.143043652,-0.028406069,-0.066056363,0.960009933,-0.021271847
"1454","Iran",630,2005,6,"6/17/2005","peace",1,"peace",1,95,3144.649902,1.185555339,3.077312231,124.3766632,0.0005468,0.488446947,2,-6,3,2,5,1,2,-0.360058278,0,0,4.564348221,0,0.409779444,12115.39746,7.288331884,1.161087837,0.271420747,0.21438098,0.047412369,0.032441437,1.035886884,-0.007880677
"1455","Guinea-Bissau",404,2005,6,"6/19/2005","peace",0,"peace",0,22,413.5100098,1.081419587,4.500920296,52.15163803,0.02982579,0.141919352,2,-1,7,4,0,4,0,-0.360058278,0,1,3.135494232,0,0.774474541,1670.648926,7.927432001,1.117196142,0.265007198,0.105630405,0.109738454,0.038635235,0.968626618,-0.027483782
"1456","Iran",630,2005,6,"6/24/2005","peace",0,"peace",0,95,3144.649902,1.185555339,3.077312231,124.3766632,0.0005468,0.488446947,2,-6,3,3,5,2,2,-0.360058278,0,0,4.564348221,0,0.409779444,12115.39746,7.288331884,1.161087837,0.271420747,0.21438098,0.047412369,0.032441437,1.035886884,-0.007880677
"1457","Bulgaria",355,2005,6,"6/25/2005","peace",0,"peace",0,48,3863.419922,1.149057865,2.610069752,80.17718506,0.000182472,0.952571461,7,9,9,14,0,14,0,-0.360058278,1,0,3.891820192,2.762117386,2.766451616,27235.22656,7.66426284,1.123831781,0.140973672,0.110719971,0.058494333,-0.000592437,1.021458983,-0.075027607
"1458","Albania",339,2005,7,"7/3/2005","peace",0,"peace",0,37,2673.72998,1.126454473,2.906901121,64.84870911,0.000215221,0.545376209,6,7,9,3,8,5,4,-0.360058278,1,0,3.637586117,2.713590384,2.829490355,27764.43359,7.651997339,1.12483787,0.096300542,0.126613855,0.090647832,0.060798753,1.001437306,-0.075328656
"1459","Mauritius",590,2005,7,"7/3/2005","peace",0,"peace",0,12,5089.200195,0.972630203,2.624668598,50.93778992,0.001275474,0.696782679,7,10,10,7,1,7,1,-0.360058278,1,0,3.178053856,3.648491383,0.826736659,1750.764526,7.901404069,1.114848349,3.150737762,0.139870241,0.125699207,0.08741238,0.879476964,-0.029831575
"1460","Kyrgyz Republic",703,2005,7,"7/10/2005","peace",1,"peace",1,4,474.0830078,1.099427462,3.532225609,72.68981171,0.00234661,0.951870928,4,-3,3,1,7,1,7,-0.360058278,0,0,1.609437943,0,1.524706858,5698.76709,7.808545979,1.120278812,0.083153605,0.109751031,0.007742745,0.003058295,0.981059611,-0.020841274
"1461","Guinea-Bissau",404,2005,7,"7/24/2005","peace",0,"peace",0,23,413.5100098,1.081419587,4.500920296,52.15163803,0.03096441,0.176544789,2,-1,7,5,0,5,0,-0.360058278,0,1,3.178053856,0,0.826736659,1750.764526,7.901404069,1.114848349,0.252880394,0.139870241,0.125699207,0.08741238,0.970666468,-0.029831575
"1462","Egypt",651,2005,9,"9/7/2005","vio",1,"vio",1,288,1330.459961,1.113011003,3.374168634,125.7667084,0.00186697,-0.120736024,3,-6,2,1,8,1,6,-0.240269572,0,0,5.666426659,0,0.419913699,12115.39746,7.288331884,1.161087837,0.109815627,0.148220748,-0.097005762,0.019570921,0.958593309,0.004490353
"1463","Japan",740,2005,9,"9/11/2005","peace",0,"peace",0,54,35791.32813,0.98182708,0.993251801,137.9957428,7.8e-05,0.471611002,7,10,10,19,0,19,0,-0.360058278,1,0,4.007333279,4.01488018,1.502281537,5595.882813,7.812325235,1.120089186,6.651992321,0.104864962,0.027077151,0.00087226,0.881585002,-0.021188909
"1464","Norway",385,2005,9,"9/12/2005","peace",0,"peace",0,48,66643.39063,1.160133481,1.163150787,71.21807861,3.99e-05,0.569139269,7,10,10,8,0,8,0,-0.360058278,1,0,3.891820192,4.801285267,2.835324625,27230.58789,7.645521031,1.124870829,2.447715759,0.065579571,0.050857246,0.032914922,1.030879974,-0.075605363
"1465","New Zealand",920,2005,9,"9/17/2005","peace",0,"peace",0,70,27206.07031,1.101964951,1.686398983,69.34345245,0.000107203,-0.668602888,7,10,10,11,0,11,0,-0.360058278,1,0,4.262680054,4.591747284,1.502281537,5595.882813,7.812325235,1.120089186,4.861801147,0.104864962,0.027077151,0.00087226,0.983773887,-0.021188909
"1466","Poland",290,2005,9,"9/25/2005","peace",0,"peace",0,118,7974.839844,1.200446129,1.887069583,111.2962036,0.000127107,-0.21827027,7,10,10,10,2,10,2,-0.360058278,1,0,4.779123306,2.847812176,2.835324625,27230.58789,7.645521031,1.124870829,0.294513315,0.065579571,0.050857246,0.032914922,1.066578865,-0.075605363
"1467","Poland",290,2005,10,"10/9/2005","peace",0,"peace",0,119,7974.839844,1.200446129,1.887069583,111.2962036,6.41e-05,-0.296579829,7,10,10,11,2,11,2,-0.360058278,1,0,4.787491798,2.85263133,2.910607407,29223.32813,7.656601834,1.124749501,0.274430424,0.178935155,0.114226155,0.151408672,1.066693902,-0.074747488
"1468","Argentina",160,2005,10,"10/23/2005","peace",0,"peace",0,30,5163.549805,1.196817636,2.727852821,111.5798035,0.001357657,-0.008855576,6,8,9,10,2,13,0,-0.360058278,1,0,3.433987141,3.135494232,3.02744866,7783.924316,7.425368561,1.138796522,0.663360775,0.126909479,0.066234082,0.050615419,1.050949454,0.020870775
"1469","Poland",290,2005,10,"10/23/2005","peace",0,"peace",0,119,7974.839844,1.200446129,1.887069583,111.2962036,6.41e-05,-0.296579829,7,10,10,12,2,12,2,-0.360058278,1,0,4.787491798,2.85263133,2.910607407,29223.32813,7.656601834,1.124749501,0.274430424,0.178935155,0.114226155,0.151408672,1.066693902,-0.074747488
"1470","Azerbaijan",373,2005,11,"11/6/2005","vio",1,"vio",0,28,1537.900024,1.50886941,3.784189701,82.05145264,0.001331974,-0.177770129,2,-7,2,1,3,5,2,-0.358438969,0,0,3.367295742,0,2.84380808,27923.41797,7.656602259,1.121773331,0.075908087,0.162619472,0.070000656,0.055486672,1.23078835,-0.076341927
"1471","Egypt",651,2005,11,"11/9/2005","vio",1,"peace",1,290,1330.459961,1.113011003,3.374168634,125.7667084,0.00149943,-0.214425846,3,-6,2,1,9,1,7,-0.240269572,0,0,5.673323154,0,0.425800492,12115.39746,7.288331884,1.161087837,0.109815627,0.051036812,-0.093534015,0.042905405,0.958593309,0.006030815
"1472","Burkina Faso",439,2005,11,"11/13/2005","peace",0,"peace",0,218,408.4869995,1.096426845,4.454347134,91.4119339,0.003828278,0.569636704,3,0,8,6,1,6,1,-0.360058278,0,0,5.389071941,0,0.795191046,1670.648926,7.927432001,1.117196142,0.24410814,0.105630405,-0.002080793,0.042445652,0.982108474,-0.027483782
"1473","Sri Lanka",780,2005,11,"11/17/2005","vio",0,"peace",0,67,1244.599976,1.170793176,2.493205547,97.92356873,0.000320547,0.13882306,5,5,6,2,8,10,1,-0.251673728,1,0,4.897840023,2.484906673,1.558678198,5601.779297,7.760777874,1.121653926,0.255508095,0.106735826,-0.004437664,0.052445389,1.045027375,-0.019624168
"1474","Gabon",481,2005,11,"11/27/2005","peace",0,"peace",0,457,6936.100098,1.189766407,3.916015148,52.18368912,0.001983757,-0.573044264,2,-4,3,6,3,14,0,-0.360058278,0,0,6.126869202,0,0.795191046,1670.648926,7.927432001,1.117196142,4.158569813,0.105630405,-0.002080793,0.042445652,1.065636396,-0.027483782
"1475","Honduras",91,2005,11,"11/27/2005","vio",0,"peace",0,47,1405.780029,1.082251787,3.218875885,78.08211517,0.000242845,0.531534752,5,7,9,7,0,7,0,-0.268696189,1,0,3.871201038,3.218875885,3.031462602,7783.924316,7.425368561,1.138796522,0.168519109,0.126909479,0.065264709,0.0502249,0.945966184,0.020870775
"1476","Honduras",91,2005,11,"11/27/2005","vio",0,"peace",0,47,1405.780029,1.082251787,3.218875885,78.08211517,0.000242845,0.531534752,5,7,9,7,0,7,0,-0.268696189,1,0,3.871201038,3.218875885,3.031462602,7783.924316,7.425368561,1.138796522,0.168519109,0.126909479,0.065264709,0.0502249,0.945966184,0.020870775
"1477","Venezuela",101,2005,12,"12/4/2005","vio",0,"peace",0,84,5418.439941,1.257324457,2.766319036,103.858757,0.002412211,0.796668571,5,6,7,9,0,10,0,-0.353783458,0,0,4.442651272,0,2.896401653,7783.924316,7.425368561,1.138796522,0.696106434,0.126909479,-0.074699134,-0.089203432,1.10408175,0.020870775
"1478","Kazakhstan",705,2005,12,"12/4/2005","vio",1,"peace",1,189,3753.439941,1.311245441,3.353406668,92.68413544,0.001653925,-0.089209741,2,-6,3,1,5,1,5,-0.360058278,0,0,5.247024059,0,1.535604554,5698.76709,7.808545979,1.120278812,0.668653905,0.109751031,0.00998228,0.001769365,1.188257813,-0.020841274
"1479","Chile",483,2005,12,"12/11/2005","peace",0,"peace",0,70,7612.430176,1.227086902,2.041220188,94.0723114,0.000548077,-0.01163148,7,9,9,7,1,7,1,-0.344270021,0,0,5.204006672,0,0.780558046,1645.226929,7.932852551,1.115721456,0.449424297,0.092764065,0.029720072,0.024576856,1.167764783,-0.028958468
"1480","Chile",483,2005,12,"12/11/2005","peace",0,"peace",0,70,7612.430176,1.227086902,2.041220188,94.0723114,0.000548077,-0.01163148,7,9,9,7,1,7,1,-0.344270021,0,0,5.204006672,0,0.780558046,1645.226929,7.932852551,1.115721456,0.449424297,0.092764065,0.029720072,0.024576856,1.167764783,-0.028958468
"1481","Tanzania",510,2005,12,"12/14/2005","peace",0,"peace",0,61.5,450.394989,1.058567286,4.072439671,111.0700912,0.001492362,-1.031995919,3,-1,3,8,0,8,0,-0.360058278,0,0,4.812184334,0,0.780558046,1645.226929,7.932852551,1.115721456,0.27375859,0.092764065,0.029720072,0.024576856,0.948773921,-0.028958468
"1482","Tanzania",510,2005,12,"12/14/2005","peace",0,"peace",0,61.5,450.394989,1.058567286,4.072439671,111.0700912,0.001492362,-1.031995919,3,-1,3,8,0,8,0,-0.360058278,0,0,4.812184334,0,0.780558046,1645.226929,7.932852551,1.115721456,0.27375859,0.092764065,0.029720072,0.024576856,0.948773921,-0.028958468
"1483","Bolivia",145,2005,12,"12/18/2005","vio",0,"peace",0,7,1049.060059,1.070917487,3.841600418,83.197258,0.003317389,-0.006818623,7,8,7,6,1,9,0,-0.360058278,1,0,2.079441547,3.184974194,2.896401653,7783.924316,7.425368561,1.138796522,0.134772629,0.126909479,-0.074699134,-0.089203432,0.940393984,0.020870775
"1484","Bolivia",145,2005,12,"12/18/2005","vio",0,"peace",0,7,1049.060059,1.070917487,3.841600418,83.197258,0.003317389,-0.006818623,7,8,7,6,1,9,0,-0.360058278,1,0,2.079441547,3.184974194,2.896401653,7783.924316,7.425368561,1.138796522,0.134772629,0.126909479,-0.074699134,-0.089203432,0.940393984,0.020870775
"1485","Finland",375,2006,1,"1/15/2006","peace",0,"peace",0,32,41240.44922,1.054565549,1.064710736,73.43128204,6.52e-05,0.326848836,7,10,10,16,0,16,0,-0.360058278,1,0,3.496507645,1.921812654,2.853551504,29920.95508,7.572243253,1.130263976,1.378255129,0.17352061,0.07389275,0.051285733,0.933071852,-0.000341144
"1486","Chile",483,2006,1,"1/15/2006","peace",0,"peace",0,71,9473.230469,1.244442344,2.028148174,94.27004242,0.000127489,-0.087909199,7,9,9,8,1,8,1,-0.172721788,0,0,5.209486008,0,0.790233184,1799.36853,8.009474084,1.103835978,0.447090179,0.077274829,-0.049040657,0.03110739,0.985662699,-0.013360164
"1487","Portugal",235,2006,1,"1/22/2006","peace",0,"peace",0,119,19838.81055,1.054293513,1.252762914,85.86971283,3.26e-05,-1.472280697,7,10,10,17,0,17,0,-0.360058278,1,0,4.787491798,3.417726755,2.853551504,29920.95508,7.572243253,1.130263976,0.663012624,0.17352061,0.07389275,0.051285733,0.932830989,-0.000341144
