"","country","ccode","year","month","dates","elecViolence1","l.elecViolence1","elecViolence2","l.elecViolence2","anticipation","regimetenure","lastelection","pcgdp","growth","logIMR","lnpop2","logpredict","SPI","lexconst","lpolity2","lpolcomp","tae1","nvio1","tae2","nvio2","political_violence"
"1","Colombia",100,1991,10,"10/27/1991","vio",1,"peace",0,0,15,2.890371799,1673.890015,1.012557983,3.33932209,108.7791138,0.001453865,0.234974167,6,8,9,1,7,10,0,2.03131818771362
"2","Colombia",100,1990,12,"12/9/1990","vio",1,"peace",0,0,5,2.079441547,1653.130005,0.998236716,3.363841534,108.3771744,0.000376977,0.201289555,6,8,9,1,6,9,0,2.13855195045471
"3","Colombia",100,1978,2,"2/26/1978","peace",0,"peace",0,0.200000003,43,3.850147486,1254.993896,1.142261624,3.912023067,103.0900269,0.002421789,0.072205136,6,8,9,1,0,1,0,-0.111015975475311
"4","Colombia",100,1982,3,"3/14/1982","vio",1,"peace",0,0.333333343,44,3.828641415,1836.670044,1.047896981,3.681351185,104.9336243,0.002130944,-0.176128067,6,8,9,1,1,3,0,0.885045766830444
"5","Colombia",100,1986,3,"3/9/1986","vio",0,"peace",0,0.333333343,44,3.850147486,1557.079956,0.981029391,3.487375021,106.7046051,0.001064853,-0.977220203,6,8,9,2,2,5,0,7.81968879699707
"6","Colombia",100,1990,3,"3/11/1990","vio",1,"peace",0,0.333333343,44,3.850147486,1653.130005,0.998236716,3.363841534,108.3771744,0.002867133,-0.253344199,6,8,9,1,4,7,0,2.13855195045471
"7","Colombia",100,1994,3,"3/13/1994","vio",1,"peace",0,0.333333343,44,3.850147486,2665.580078,1.234299064,3.250374556,109.9493561,0.001709158,-0.000902606,7,9,9,1,8,11,0,0.242534786462784
"8","Colombia",100,1998,3,"3/8/1998","vio",1,"peace",0,0.333333343,44,3.828641415,3021.48999,0.909268439,3.117949963,111.4472122,0.001460807,-1.822684786,6,7,7,1,11,14,0,3.7002387046814
"9","Colombia",100,2002,3,"3/10/2002","peace",1,"peace",0,0.333333343,44,3.828641415,2369.909912,0.984979451,2.995732307,112.8535614,0.001674917,-0.072693688,6,7,7,1,14,17,0,7.20324230194092
"10","Colombia",100,2006,3,"3/12/2006","peace",0,"peace",0,0.333333343,44,3.850147486,3749.840088,1.097439289,2.879198313,114.1702347,0.000384994,0.887935955,6,7,7,3,14,19,0,5.75780916213989
"11","Colombia",100,2010,3,"3/14/2010","peace",0,"peace",0,0.333333343,92,3.850147486,6305.290039,1.212544203,2.766319036,115.4079132,0.001025451,-0.457102989,6,7,7,5,14,21,0,0.18397356569767
"12","Colombia",100,2014,3,"3/9/2014","peace",0,"peace",0,0.333333343,44,3.828641415,7937.629883,0.983848393,2.646174908,116.1167093,0.000837525,-0.186287014,6,7,7,8,14,24,0,0.21888193488121
"13","Colombia",100,2018,3,"3/11/2018","peace",0,"peace",0,0.333333343,92,3.828641415,6472.259766,1.037621856,2.610069752,117.0724553,0.000833547,0.495115769,6,7,7,10,14,26,0,-0.0975095629692078
"14","Colombia",100,1982,5,"5/30/1982","peace",1,"peace",0,1,46,0,1836.670044,1.047896981,3.681351185,104.9336243,0.003573155,-0.1334472,6,8,9,1,2,4,0,0.885045766830444
"15","Colombia",100,1986,5,"5/25/1986","vio",1,"peace",0,1,46,0,1557.079956,0.981029391,3.487375021,106.7046051,0.001804343,-0.808146008,6,8,9,1,3,6,0,7.81968879699707
"16","Colombia",100,1990,5,"5/27/1990","vio",1,"peace",0,1,46,0,1653.130005,0.998236716,3.363841534,108.3771744,0.001677519,0.235125136,6,8,9,1,5,8,0,2.13855195045471
"17","Colombia",100,1994,5,"5/29/1994","vio",1,"peace",0,1,46,0,2665.580078,1.234299064,3.250374556,109.9493561,0.001214948,0.217417537,7,9,9,1,9,12,0,0.242534786462784
"18","Colombia",100,1998,5,"5/31/1998","vio",1,"peace",0,1,46,0,3021.48999,0.909268439,3.117949963,111.4472122,0.001101335,-1.625275652,6,7,7,1,12,15,0,3.7002387046814
"19","Colombia",100,2002,5,"5/26/2002","peace",0,"peace",0,1,46,0,2369.909912,0.984979451,2.995732307,112.8535614,0.001077786,0.394191897,6,7,7,2,14,18,0,7.20324230194092
"20","Colombia",100,2006,5,"5/28/2006","peace",0,"peace",0,1,46,0,3749.840088,1.097439289,2.879198313,114.1702347,0.000194736,0.949091637,6,7,7,4,14,20,0,5.75780916213989
"21","Colombia",100,2010,5,"5/30/2010","peace",0,"peace",0,1,94,0,6305.290039,1.212544203,2.766319036,115.4079132,0.00064274,-0.462713249,6,7,7,6,14,22,0,0.18397356569767
"22","Colombia",100,1978,6,"6/4/1978","vio",0,"peace",0,1,47,0,1254.993896,1.142261624,3.912023067,103.0900269,0.002458896,0.007396031,6,8,9,2,0,2,0,-0.111015975475311
"23","Colombia",100,1994,6,"6/19/1994","vio",1,"peace",0,1,47,0,2665.580078,1.234299064,3.250374556,109.9493561,0.001421025,0.521315162,7,9,9,1,10,13,0,0.242534786462784
"24","Colombia",100,1998,6,"6/21/1998","vio",1,"peace",0,1,47,0,3021.48999,0.909268439,3.117949963,111.4472122,0.001475682,-1.649879551,6,7,7,1,13,16,0,3.7002387046814
"25","Colombia",100,2010,6,"6/20/2010","peace",0,"peace",0,1,95,0,6305.290039,1.212544203,2.766319036,115.4079132,0.000619143,-0.235411887,6,7,7,7,14,23,0,0.18397356569767
"26","Colombia",100,2014,6,"6/15/2014","peace",0,"peace",0,1,47,0,7937.629883,0.983848393,2.646174908,116.1167093,0.001655329,-0.560045399,6,7,7,9,14,25,0,0.21888193488121
"27","Colombia",100,2018,6,"6/17/2018","peace",0,"peace",0,1,95,0,6472.259766,1.037621856,2.610069752,117.0724553,0.000648267,0.280512538,6,7,7,11,14,27,0,-0.0975095629692078
"28","Venezuela",101,2012,10,"10/7/2012","peace",0,"peace",0,1,165,0,11287.2998,0.977942944,2.624668598,106.202095,0.002760678,0.893164499,3,-3,6,3,1,13,0,-0.359855860471725
"29","Venezuela",101,1998,11,"11/8/1998","peace",0,"peace",0,0.5,58,4.094344616,3973.419922,1.051784158,2.995732307,101.2352676,0.001645734,0.248485505,6,8,9,5,0,5,0,-0.344240456819534
"30","Venezuela",101,1978,12,"12/3/1978","peace",0,"peace",0,1,58,0,3574.723633,1.068571568,3.634951115,91.26396942,0.003367104,0.146917879,6,9,10,1,0,1,0,-0.357012212276459
"31","Venezuela",101,1978,12,"12/3/1978","peace",0,"peace",0,1,58,0,3574.723633,1.068571568,3.634951115,91.26396942,0.003367104,0.146917879,6,9,10,1,0,1,0,-0.357012212276459
"32","Venezuela",101,1983,12,"12/4/1983","peace",0,"peace",0,1,58,0,4883.22998,0.968589306,3.44998765,94.15393066,0.002963336,-0.547455393,6,9,10,2,0,2,0,-0.135384455323219
"33","Venezuela",101,1983,12,"12/4/1983","peace",0,"peace",0,1,58,0,4883.22998,0.968589306,3.44998765,94.15393066,0.002963336,-0.547455393,6,9,10,2,0,2,0,-0.135384455323219
"34","Venezuela",101,1988,12,"12/4/1988","peace",0,"peace",0,1,59,0,3292.790039,1.257154822,3.280911207,96.76586914,0.000756993,0.456098184,6,9,10,3,0,3,0,-0.350920110940933
"35","Venezuela",101,1988,12,"12/4/1988","peace",0,"peace",0,1,59,0,3292.790039,1.257154822,3.280911207,96.76586914,0.000756993,0.456098184,6,9,10,3,0,3,0,-0.350920110940933
"36","Venezuela",101,1993,12,"12/5/1993","peace",0,"peace",0,1,7,0,2876.080078,0.968866467,3.131136894,99.14674377,0.005244351,0.143141419,6,8,9,4,0,4,0,-0.160305574536324
"37","Venezuela",101,1993,12,"12/5/1993","peace",0,"peace",0,1,7,0,2876.080078,0.968866467,3.131136894,99.14674377,0.005244351,0.143141419,6,8,9,4,0,4,0,-0.160305574536324
"38","Venezuela",101,1998,12,"12/6/1998","peace",0,"peace",0,1,59,0,3973.419922,1.051784158,2.995732307,101.2352676,0.001348266,0.332998456,6,8,9,5,0,6,0,-0.344240456819534
"39","Venezuela",101,2005,12,"12/4/2005","vio",0,"peace",0,0,84,2.833213329,5418.439941,1.257324457,2.766319036,103.858757,0.002412211,0.796668571,5,6,7,9,0,10,0,-0.353783458471298
"40","Venezuela",101,2006,12,"12/3/2006","peace",1,"peace",0,1,95,0,6609.950195,1.219899178,2.734367371,104.2111359,0.00302517,0.818630309,5,6,7,1,1,11,0,-0.353985875844955
"41","Venezuela",101,2015,12,"12/6/2015","vio",1,"vio",1,0,34,3.496507645,7922.700195,1.127002001,2.557227373,106.8150447,0.000750837,-1.155000716,4,4,7,1,2,1,1,-0.357012212276459
"42","Venezuela",101,2013,4,"4/14/2013","vio",0,"vio",0,1,2,0,7869.439941,0.697194219,2.602689743,106.2480141,0.006105933,-0.551531621,4,4,7,4,1,14,0,-0.360058277845383
"43","Venezuela",101,2018,5,"5/20/2018","vio",1,"vio",1,1,63,0,6528.459961,0.953043163,2.557227373,107.6122102,0.001534015,-0.180003184,4,4,7,1,3,1,2,-0.33916038274765
"44","Venezuela",101,1999,7,"7/25/1999","peace",0,"peace",0,0.166666672,6,1.386294365,4121.580078,1.037287831,3.005682707,101.6285477,0.00193724,0.326186269,6,8,9,6,0,7,0,-0.358034133911133
"45","Venezuela",101,2000,7,"7/30/2000","peace",0,"peace",0,1,18,0,4823.959961,1.170415163,2.917770624,102.0152283,0.002033864,1.195978687,5,7,9,7,0,8,0,-0.354795515537262
"46","Venezuela",101,2000,7,"7/30/2000","peace",0,"peace",0,1,18,0,4823.959961,1.170415163,2.917770624,102.0152283,0.002033864,1.195978687,5,7,9,7,0,8,0,-0.354795515537262
"47","Venezuela",101,2004,8,"8/15/2004","peace",0,"peace",0,1,67,0,4309.5,1.319685817,2.797281265,103.5011673,0.002653735,-0.007902262,5,6,7,8,0,9,0,-0.354997932910919
"48","Venezuela",101,2010,9,"9/26/2010","peace",0,"peace",0,0,140,2.995732307,10316.83008,1.221962094,2.660259485,105.5631104,0.001406621,-0.091472936,3,-3,6,2,1,12,0,-0.329597681760788
"49","Guyana",110,1992,10,"10/5/1992","vio",1,"peace",1,1,44,0,838.223999,0.818282485,3.795489073,44.78398514,0.004383039,-1.481611801,1,-7,3,1,2,1,2,-0.360058277845383
"50","Guyana",110,2011,11,"11/28/2011","peace",0,"peace",0,1,148,0,3414.76001,1.136650681,3.51154542,44.4666214,0.000403362,0.388492032,5,6,7,2,5,5,2,-0.360058277845383
"51","Guyana",110,1980,12,"12/15/1980","vio",0,"vio",0,1,176,0,739.5310059,1.114233136,3.97405839,44.01836395,0.001464514,0.938087322,5,0,6,1,0,1,0,-0.357012212276459
"52","Guyana",110,1985,12,"12/9/1985","vio",1,"vio",1,1,5,0,645.0460205,1.019824266,3.927896261,44.53290558,0.00111437,-0.407670772,1,-7,3,1,1,1,1,-0.360058277845383
"53","Guyana",110,1997,12,"12/15/1997","vio",1,"peace",0,1,5.5,0,1618.380005,1.05876112,3.678829193,45.46644211,0.001019277,-0.512839778,5,6,7,1,3,2,2,-0.360058277845383
"54","Guyana",110,2001,3,"3/19/2001","vio",1,"peace",0,1,20,0,1517.109985,1.002206445,3.597312212,43.73685074,0.002401361,0.442815353,5,6,7,1,4,3,2,-0.360058277845383
"55","Guyana",110,2006,8,"8/28/2006","peace",1,"peace",0,1,85,0,1956.02002,1.107592821,3.529297352,44.03578949,0.001446851,1.156467391,5,6,7,1,5,4,2,-0.360058277845383
"56","Surinam",115,2010,5,"5/25/2010","peace",0,"peace",0,1,118,0,8224.889648,1.112358451,3.095577717,39.24541855,0.00077627,-1.779066156,5,5,8,1,0,1,0,-0.360058277845383
"57","Surinam",115,2015,5,"5/25/2015","peace",0,"peace",0,1,58,0,8767.969727,0.922836304,2.944438934,43.23684923,0.000939364,-0.069451173,5,5,8,2,0,2,0,-0.360058277845383
"58","Ecuador",130,1984,1,"1/29/1984","peace",1,"peace",1,1,33,0,1794.72998,1.035919189,4.044804096,82.61566925,0.004827037,-0.333744455,7,9,9,1,1,1,1,-0.360058277845383
"59","Ecuador",130,1984,1,"1/29/1984","peace",1,"peace",1,1,33,0,1794.72998,1.035919189,4.044804096,82.61566925,0.004827037,-0.333744455,7,9,9,1,1,1,1,-0.360058277845383
"60","Ecuador",130,1988,1,"1/31/1988","peace",0,"peace",0,1,42,0,1234.670044,0.926825047,3.873282194,84.44673157,0.002906326,1.082705469,6,8,9,5,1,4,1,-0.360058277845383
"61","Ecuador",130,1988,1,"1/31/1988","peace",0,"peace",0,1,42,0,1234.670044,0.926825047,3.873282194,84.44673157,0.002906326,1.082705469,6,8,9,5,1,4,1,-0.360058277845383
"62","Ecuador",130,2002,10,"10/20/2002","peace",0,"peace",0,1,34,0,2180.389893,1.141912103,3.27714467,89.39189911,0.001527563,0.567303298,6,6,7,16,1,15,1,-0.359653443098068
"63","Ecuador",130,2002,10,"10/20/2002","peace",0,"peace",0,1,34,0,2180.389893,1.141912103,3.27714467,89.39189911,0.001527563,0.567303298,6,6,7,16,1,15,1,-0.359653443098068
"64","Ecuador",130,2006,10,"10/15/2006","peace",0,"peace",0,1,19,0,3351.47998,1.107923627,3.16547513,90.64589691,0.001013171,0.545897012,6,6,7,18,1,17,1,-0.360058277845383
"65","Ecuador",130,2006,10,"10/15/2006","peace",0,"peace",0,1,19,0,3351.47998,1.107923627,3.16547513,90.64589691,0.001013171,0.545897012,6,6,7,18,1,17,1,-0.360058277845383
"66","Ecuador",130,1997,11,"11/30/1997","peace",0,"peace",0,0.142857149,10,1.945910096,2253.22998,1.106080651,3.468856096,87.86689758,0.001822343,-1.709008769,7,9,9,13,1,12,1,-0.353966176509857
"67","Ecuador",130,2002,11,"11/24/2002","peace",0,"peace",0,1,35,0,2180.389893,1.141912103,3.27714467,89.39189911,0.001825945,0.774162387,6,6,7,17,1,16,1,-0.359653443098068
"68","Ecuador",130,2006,11,"11/26/2006","peace",0,"peace",0,1,20,0,3351.47998,1.107923627,3.16547513,90.64589691,0.001006837,0.450264935,6,6,7,19,1,18,1,-0.360058277845383
"69","Ecuador",130,2013,2,"2/17/2013","peace",0,"peace",0,1,74,0,6030.500488,1.064539671,2.9704144,93.64080455,0.001096359,-1.823203092,4,5,8,22,1,21,1,-0.360058277845383
"70","Ecuador",130,2013,2,"2/17/2013","peace",0,"peace",0,1,74,0,6030.500488,1.064539671,2.9704144,93.64080455,0.001096359,-1.823203092,4,5,8,22,1,21,1,-0.360058277845383
"71","Ecuador",130,2017,2,"2/19/2017","peace",0,"peace",0,1,122,0,5875.689941,0.99300164,2.912350655,94.8246862,0.000930413,-0.503728677,4,5,8,23,1,22,1,-0.357012212276459
"72","Ecuador",130,1979,4,"4/29/1979","peace",0,"peace",0,1,41,0,1765.667603,1.135133505,4.261270523,80.17899323,0.025242575,0.534198382,1,-5,3,2,0,2,0,-0.353966176509857
"73","Ecuador",130,1979,4,"4/29/1979","vio",0,"vio",0,1,41,0,1765.667603,1.135133505,4.261270523,80.17899323,0.025242575,0.534198382,1,-5,3,2,0,2,0,-0.353966176509857
"74","Ecuador",130,2009,4,"4/26/2009","peace",0,"peace",0,1,28,0,4241.939941,0.994017482,3.086486578,91.49674988,0.00100305,0.477727438,4,5,7,21,1,20,1,-0.354997932910919
"75","Ecuador",130,2009,4,"4/26/2009","peace",0,"peace",0,1,28,0,4241.939941,0.994017482,3.086486578,91.49674988,0.00100305,0.477727438,4,5,7,21,1,20,1,-0.354997932910919
"76","Ecuador",130,2017,4,"4/2/2017","peace",0,"peace",0,1,124,0,5875.689941,0.99300164,2.912350655,94.8246862,0.000891166,0.552183464,4,5,8,24,1,23,1,-0.357012212276459
"77","Ecuador",130,1984,5,"5/6/1984","peace",0,"peace",0,1,37,0,1794.72998,1.035919189,4.044804096,82.61566925,0.006931101,-0.160694713,7,9,9,3,1,2,1,-0.360058277845383
"78","Ecuador",130,1988,5,"5/8/1988","peace",0,"peace",0,1,46,0,1234.670044,0.926825047,3.873282194,84.44673157,0.004186965,1.029608221,6,8,9,6,1,5,1,-0.360058277845383
"79","Ecuador",130,1992,5,"5/17/1992","peace",0,"peace",0,1,46,0,1375.709961,1.069243431,3.701302052,86.12678528,0.00275401,0.157743437,7,9,9,8,1,7,1,-0.360058277845383
"80","Ecuador",130,1992,5,"5/17/1992","peace",0,"peace",0,1,46,0,1375.709961,1.069243431,3.701302052,86.12678528,0.00275401,0.157743437,7,9,9,8,1,7,1,-0.360058277845383
"81","Ecuador",130,1994,5,"5/1/1994","peace",0,"peace",0,0,22,3.135494232,1858.319946,1.181506038,3.608211517,86.88856506,0.001719212,0.80977672,7,9,9,10,1,9,1,-0.360058277845383
"82","Ecuador",130,1996,5,"5/19/1996","peace",0,"peace",0,1,46,0,2037.130005,1.02866137,3.514526129,87.56228638,0.001687624,0.286704111,7,9,9,11,1,10,1,-0.345647484064102
"83","Ecuador",130,1996,5,"5/19/1996","peace",0,"peace",0,1,46,0,2037.130005,1.02866137,3.514526129,87.56228638,0.001687624,0.286704111,7,9,9,11,1,10,1,-0.345647484064102
"84","Ecuador",130,1998,5,"5/31/1998","peace",0,"peace",0,1,16,0,2257.860107,1.00205493,3.424262762,88.16030121,0.00161488,-1.278066889,7,8,9,14,1,13,1,-0.357012212276459
"85","Ecuador",130,1998,5,"5/31/1998","peace",0,"peace",0,1,16,0,2257.860107,1.00205493,3.424262762,88.16030121,0.00161488,-1.278066889,7,8,9,14,1,13,1,-0.357012212276459
"86","Ecuador",130,1986,6,"6/1/1986","peace",0,"peace",0,0,23,3.258096457,1461.920044,0.71511662,3.956996441,83.54741669,0.004817057,-0.0555585,6,8,9,4,1,3,1,-0.347874045372009
"87","Ecuador",130,1990,6,"6/17/1990","peace",0,"peace",0,0,23,3.258096457,1173.130005,0.992050946,3.788724899,85.30670929,0.003316456,0.784949649,7,9,9,7,1,6,1,-0.332643747329712
"88","Ecuador",130,1978,7,"7/16/1978","peace",1,"peace",1,1,31,0,1555.471313,1.05719161,4.29864502,79.6769104,0.023207072,0.20950296,1,-5,3,1,0,1,0,-0.357012212276459
"89","Ecuador",130,1992,7,"7/5/1992","peace",0,"peace",0,1,48,0,1375.709961,1.069243431,3.701302052,86.12678528,0.003733424,0.011472948,7,9,9,9,1,8,1,-0.360058277845383
"90","Ecuador",130,1996,7,"7/7/1996","peace",0,"peace",0,1,48,0,2037.130005,1.02866137,3.514526129,87.56228638,0.002001301,0.005597845,7,9,9,12,1,11,1,-0.345647484064102
"91","Ecuador",130,1998,7,"7/12/1998","peace",0,"peace",0,1,18,0,2257.860107,1.00205493,3.424262762,88.16030121,0.001884104,-1.314465225,7,8,9,15,1,14,1,-0.357012212276459
"92","Ecuador",130,2007,9,"9/30/2007","peace",0,"peace",0,0,9,1.791759491,3588.310059,1.070664287,3.139832735,90.93706512,0.000368877,0.104307135,6,7,7,20,1,19,1,-0.360058277845383
"93","Peru",135,1992,11,"11/22/1992","peace",1,"peace",0,0,29,3.401197433,1565.540039,1.021612883,3.931825638,100.4741516,0.002772913,-1.125560057,7,8,7,1,3,4,1,9.54652500152588
"94","Peru",135,1985,4,"4/14/1985","peace",1,"peace",1,1,58,0,861.8800049,0.845710039,4.25844574,97.53879547,0.007211437,0.239736,6,7,7,1,1,1,1,12.486252784729
"95","Peru",135,1985,4,"4/14/1985","peace",1,"peace",1,1,58,0,861.8800049,0.845710039,4.25844574,97.53879547,0.007211437,0.239736,6,7,7,1,1,1,1,12.486252784729
"96","Peru",135,1990,4,"4/8/1990","vio",0,"peace",0,1,58,0,1301.890015,0.681946278,4.030694485,99.68919373,0.006022941,-0.196060734,6,7,7,2,1,2,1,9.9404993057251
"97","Peru",135,1990,4,"4/8/1990","vio",0,"peace",0,1,58,0,1301.890015,0.681946278,4.030694485,99.68919373,0.006022941,-0.196060734,6,7,7,2,1,2,1,9.9404993057251
"98","Peru",135,1995,4,"4/9/1995","peace",0,"peace",0,1,58,0,2233.439941,1.172483325,3.749504089,101.5786591,0.005623242,0.149971767,3,1,6,2,3,5,1,0.0946553125977516
"99","Peru",135,1995,4,"4/9/1995","peace",0,"peace",0,1,58,0,2233.439941,1.172483325,3.749504089,101.5786591,0.005623242,0.149971767,3,1,6,2,3,5,1,0.0946553125977516
"100","Peru",135,2000,4,"4/9/2000","vio",0,"peace",0,1,118,0,2023.430054,1.017213106,3.387774467,103.2370682,0.002052595,0.312953285,3,1,6,3,3,6,1,-0.123461753129959
"101","Peru",135,2000,4,"4/9/2000","vio",0,"peace",0,1,118,0,2023.430054,1.017213106,3.387774467,103.2370682,0.002052595,0.312953285,3,1,6,3,3,6,1,-0.123461753129959
"102","Peru",135,2006,4,"4/9/2006","peace",1,"peace",0,1,58,0,3179.550049,1.154407501,3.000719786,104.7595749,0.001293554,0.570633262,7,9,9,1,5,8,1,-0.338735848665237
"103","Peru",135,2006,4,"4/9/2006","peace",1,"peace",0,1,58,0,3179.550049,1.154407501,3.000719786,104.7595749,0.001293554,0.570633262,7,9,9,1,5,8,1,-0.338735848665237
"104","Peru",135,2011,4,"4/10/2011","peace",0,"peace",0,1,58,0,5730.75,1.139944077,2.747270823,105.8589554,0.000845724,-0.913095475,7,9,9,3,5,10,1,-0.220896273851395
"105","Peru",135,2011,4,"4/10/2011","peace",0,"peace",0,1,58,0,5730.75,1.139944077,2.747270823,105.8589554,0.000845724,-0.913095475,7,9,9,3,5,10,1,-0.220896273851395
"106","Peru",135,2000,5,"5/28/2000","vio",1,"peace",0,1,119,0,2023.430054,1.017213106,3.387774467,103.2370682,0.002025699,0.389391211,3,1,6,1,4,7,1,-0.123461753129959
"107","Peru",135,1978,6,"6/18/1978","vio",0,"vio",0,0,35,5.198496819,885.2455444,0.893731654,4.448516369,94.21116638,0.005581913,0.112154435,1,-7,1,1,0,1,0,-0.360058277845383
"108","Peru",135,1990,6,"6/10/1990","vio",1,"peace",0,1,60,0,1301.890015,0.681946278,4.030694485,99.68919373,0.005877695,-0.232856198,6,7,7,1,2,3,1,9.9404993057251
"109","Peru",135,2006,6,"6/4/2006","peace",0,"peace",0,1,60,0,3179.550049,1.154407501,3.000719786,104.7595749,0.00154232,0.627460128,7,9,9,2,5,9,1,-0.338735848665237
"110","Peru",135,2011,6,"6/5/2011","peace",0,"peace",0,1,60,0,5730.75,1.139944077,2.747270823,105.8589554,0.000897886,-0.622368911,7,9,9,4,5,11,1,-0.220896273851395
"111","Peru",135,2011,6,"6/5/2011","peace",0,"peace",0,1,60,0,5730.75,1.139944077,2.747270823,105.8589554,0.000897886,-0.622368911,7,9,9,4,5,11,1,-0.220896273851395
"112","Peru",135,2016,6,"6/5/2016","vio",0,"peace",0,1,60,0,6203.660645,1.004792809,2.572612286,107.386055,0.000989854,-0.949214,7,9,9,5,5,12,1,-0.339960187673569
"113","Peru",135,2016,6,"6/5/2016","vio",0,"peace",0,1,60,0,6203.660645,1.004792809,2.572612286,107.386055,0.000989854,-0.949214,7,9,9,5,5,12,1,-0.339960187673569
"114","Brazil",140,1990,10,"10/3/1990","peace",0,"peace",0,0,8,2.397895336,3241.070068,1.005887508,3.929862976,141.9925385,0.002384934,0.339111069,6,8,9,5,0,6,0,-0.357012212276459
"115","Brazil",140,1994,10,"10/3/1994","peace",0,"peace",0,1,25,0,3569.459961,1.227352381,3.742420197,143.5004883,0.001301292,0.172514032,6,8,9,6,0,7,0,-0.351556897163391
"116","Brazil",140,1994,10,"10/3/1994","peace",0,"peace",0,1,25,0,3569.459961,1.227352381,3.742420197,143.5004883,0.001301292,0.172514032,6,8,9,6,0,7,0,-0.351556897163391
"117","Brazil",140,1998,10,"10/4/1998","peace",0,"peace",0,1,46,0,5197.029785,0.963369131,3.478158474,144.9635468,0.001036818,-1.131320948,6,8,9,7,0,8,0,-0.268088936805725
"118","Brazil",140,1998,10,"10/4/1998","peace",0,"peace",0,1,46,0,5197.029785,0.963369131,3.478158474,144.9635468,0.001036818,-1.131320948,6,8,9,7,0,8,0,-0.268088936805725
"119","Brazil",140,2002,10,"10/6/2002","peace",0,"peace",0,1,94,0,2859.409912,0.898165882,3.190476418,146.3316193,0.000258101,0.413419664,6,8,9,8,0,9,0,-0.342033594846725
"120","Brazil",140,2002,10,"10/6/2002","peace",0,"peace",0,1,94,0,2859.409912,0.898165882,3.190476418,146.3316193,0.000258101,0.413419664,6,8,9,8,0,9,0,-0.342033594846725
"121","Brazil",140,2002,10,"10/27/2002","peace",0,"peace",0,1,94,0,2859.409912,0.898165882,3.190476418,146.3316193,0.000258101,0.413419664,6,8,9,9,0,10,0,-0.342033594846725
"122","Brazil",140,2006,10,"10/1/2006","peace",0,"peace",0,1,46,0,5912.959961,1.227802038,2.901421547,147.4762573,0.000196985,0.655587918,6,8,9,10,0,11,0,-0.349127948284149
"123","Brazil",140,2006,10,"10/1/2006","peace",0,"peace",0,1,46,0,5912.959961,1.227802038,2.901421547,147.4762573,0.000196985,0.655587918,6,8,9,10,0,11,0,-0.349127948284149
"124","Brazil",140,2006,10,"10/29/2006","peace",0,"peace",0,1,46,0,5912.959961,1.227802038,2.901421547,147.4762573,0.000196985,0.655587918,6,8,9,11,0,12,0,-0.349127948284149
"125","Brazil",140,2010,10,"10/3/2010","peace",0,"peace",0,1,94,0,11298.41992,1.309942007,2.694627285,148.3642273,0.000496168,-0.32511395,6,8,9,12,0,13,0,-0.351961731910706
"126","Brazil",140,2010,10,"10/3/2010","peace",0,"peace",0,1,94,0,11298.41992,1.309942007,2.694627285,148.3642273,0.000496168,-0.32511395,6,8,9,12,0,13,0,-0.351961731910706
"127","Brazil",140,2010,10,"10/31/2010","peace",0,"peace",0,1,94,0,11298.41992,1.309942007,2.694627285,148.3642273,0.000496168,-0.32511395,6,8,9,13,0,14,0,-0.351961731910706
"128","Brazil",140,2014,10,"10/5/2014","peace",0,"peace",0,1,46,0,12111.74023,0.985126853,2.667228222,149.3553282,0.000696242,0.070182873,6,8,9,14,0,15,0,-0.353156507015228
"129","Brazil",140,2014,10,"10/26/2014","peace",0,"peace",0,1,46,0,12111.74023,0.985126853,2.667228222,149.3553282,0.000696242,0.070182873,6,8,9,15,0,16,0,-0.353156507015228
"130","Brazil",140,2018,10,"10/7/2018","peace",0,"peace",0,1,30,3.891820192,10514.58984,1.04938221,2.681021452,150.1196797,0.001357736,-0.089013183,6,8,9,16,0,16,0,-0.310466915369034
"131","Brazil",140,2018,10,"10/28/2018","peace",0,"peace",0,1,30,3.891820192,10514.58984,1.04938221,2.681021452,150.1196797,0.001357736,-0.089013183,6,8,9,17,0,17,0,-0.310466915369034
"132","Brazil",140,1978,11,"11/15/1978","peace",0,"peace",0,0,57,2.397895336,1155.508301,1.058062196,4.406719208,136.0149994,0.002168011,-0.039318523,1,-4,2,1,0,1,0,-0.360058277845383
"133","Brazil",140,1982,11,"11/15/1982","peace",0,"peace",0,0,45,4.077537537,1509.069946,1.046061993,4.24420023,138.2034149,0.001899517,0.577032808,1,-4,2,2,0,2,0,-0.353966176509857
"134","Brazil",140,1986,11,"11/15/1986","peace",0,"peace",0,0,21,3.135494232,2040.02002,1.136989117,4.077537537,140.246994,0.001772748,0.252589831,5,7,9,3,0,3,0,-0.360058277845383
"135","Brazil",140,1989,11,"11/15/1989","peace",0,"peace",0,1,57,0,3222.100098,1.348779917,3.96651125,141.5813904,0.002441299,0.518490187,6,8,9,4,0,4,0,-0.360058277845383
"136","Brazil",140,1989,12,"12/17/1989","peace",0,"peace",0,1,58,0,3222.100098,1.348779917,3.96651125,141.5813904,0.003026467,0.481207995,6,8,9,4,0,5,0,-0.360058277845383
"137","Bolivia",145,2014,10,"10/12/2014","peace",0,"peace",0,1,106,0,3146.850098,1.059716702,3.45631671,86.13000676,0.001106617,1.451502928,6,7,7,4,2,13,0,-0.360058277845383
